driver_id,name,city,shift_preference,avg_hours_per_day,avg_earnings_per_hour,experience_months,rating,daily_productivity,avg_combined_score,avg_motion_score,avg_audio_score,total_flags,risk_score,risk_label,source
DRV3697,Arjun Sharma,Pune,afternoon,8.276608946161518,195,8,4.494521525128172,1651.795291682778,0.0,0.0,0.0121474870536602,0.0,1.181919783624312,LOW,synthetic
DRV3698,Priya Kumar,Hyderabad,morning,8.198074605414547,192,8,5.0,1598.9087518172323,0.4066928109665539,0.5757103392569771,0.3836098412575398,2.0,20.066118671248592,MEDIUM,synthetic
DRV3699,Rahul Singh,Hyderabad,afternoon,6.0,202,41,4.835691624763999,1223.0940963710382,0.0,0.0,0.0301598641968373,1.0,0.0,LOW,synthetic
DRV3700,Anjali Patel,Bangalore,evening,7.588727014989932,187,20,4.594790636542605,1444.8392495432706,0.0,0.0,0.0153916211393019,0.0,0.0,LOW,synthetic
DRV3701,Vikram Gupta,Mumbai,morning,6.0,179,13,4.778020444850711,1095.355641738557,0.0504213219830147,0.0287743119773983,0.0232198056809926,0.0,0.0,LOW,synthetic
DRV3702,Meera Verma,Hyderabad,evening,7.773214376808429,183,13,4.696099474857621,1392.814435650608,0.7331285526742621,0.933751463981058,0.5118397410418626,1.0,28.629677360085417,MEDIUM,synthetic
DRV3703,Suresh Mishra,Mumbai,morning,6.323509117033175,179,48,4.703230604162691,1128.7259940794877,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3704,Kavita Joshi,Ahmedabad,full_day,8.058549906372608,206,38,4.49911411220735,1621.4432548670077,0.6950385836905653,0.3456396385412794,0.9872180688589036,1.0,26.773619200475416,MEDIUM,synthetic
DRV3705,Amit Nair,Ahmedabad,afternoon,8.223730213278474,170,33,4.710154252693128,1446.398633051772,0.7412070732303653,0.9936338586244262,0.4710252114037573,1.0,28.89703039077308,MEDIUM,synthetic
DRV3706,Pooja Reddy,Chennai,evening,7.957849441994795,188,20,4.736778470802169,1515.9460257156627,0.6775585822393101,0.7322138572270899,0.6991257166961825,1.0,29.358688193900797,MEDIUM,synthetic
DRV3707,Rajesh Iyer,Bangalore,evening,8.063547156859553,196,43,4.571515121871692,1556.5780269205077,0.0,0.0035419247965409,0.0,0.0,0.0816590038488672,LOW,synthetic
DRV3708,Sunita Rao,Chennai,full_day,8.133756868640544,171,40,4.49156854435745,1396.902768161893,0.276604205644508,0.4478044101370994,0.223530951373181,1.0,13.686420638531466,LOW,synthetic
DRV3709,Deepak Das,Pune,full_day,6.917340021294002,187,11,5.0,1273.6507142016108,0.0,0.0,0.012555613779136,0.0,0.5861491139971742,LOW,synthetic
DRV3710,Nisha Mehta,Kolkata,evening,8.125295652828374,196,45,4.491319699307765,1590.609976224309,0.5455603306764455,0.6752369746426481,0.4029768402569113,2.0,23.59071398548325,MEDIUM,synthetic
DRV3711,Ramesh Shah,Bangalore,evening,8.180806577894405,182,12,5.0,1475.7130486628118,0.5805000798873833,0.5607350798989856,0.6070968843868711,1.0,27.411228775713376,MEDIUM,synthetic
DRV3712,Lakshmi Bose,Kolkata,evening,6.414858697332831,170,8,4.71049028701083,1100.063174530584,0.6047789202757744,0.6142330546990837,0.7078152816027335,1.0,27.424417484858107,MEDIUM,synthetic
DRV3713,Arjun Sharma,Bangalore,evening,9.000502559006765,184,46,4.720566191716763,1644.0861013478343,0.0,0.0,0.0212243900799442,0.0,0.0,LOW,synthetic
DRV3714,Priya Kumar,Kolkata,full_day,7.407395594934418,194,16,4.731814013124163,1352.4714490196802,0.6733719112656998,0.6172795197227177,0.6864999699208622,6.0,26.46993842701424,MEDIUM,synthetic
DRV3715,Rahul Singh,Pune,morning,6.582191477063521,181,12,4.605538158869767,1246.83559424157,0.5100234242200906,0.6622510387284294,0.4082122852299955,1.0,18.131223298237504,LOW,synthetic
DRV3716,Anjali Patel,Ahmedabad,full_day,8.366628787584558,182,45,4.770971254908886,1501.8704758481092,0.0,0.0486723472798155,0.0,0.0,0.0,LOW,synthetic
DRV3717,Vikram Gupta,Pune,evening,6.0,188,43,4.688353995590202,1185.9819813180238,0.0,0.0817479654915687,0.0648090630662955,0.0,0.9150882761088548,LOW,synthetic
DRV3718,Meera Verma,Bangalore,afternoon,8.840891616806221,206,32,4.7363485443712845,1804.67209779349,0.0329017553760749,0.0072800155518728,0.0,0.0,0.0,LOW,synthetic
DRV3719,Suresh Mishra,Bangalore,evening,8.0801877605468,181,14,4.976485458055595,1480.96510381535,0.540599714073855,0.6089040091574648,0.4801835316063801,1.0,24.13984649602492,MEDIUM,synthetic
DRV3720,Kavita Joshi,Hyderabad,afternoon,7.812435322072553,197,45,5.0,1521.7545011161303,0.5495269736482941,0.5568677417126771,0.5672431466961103,2.0,21.828356130666855,MEDIUM,synthetic
DRV3721,Amit Nair,Pune,full_day,6.712645171852262,179,36,4.958190055007468,1223.772349634676,0.0,0.0,0.0025721621442939,0.0,0.6045032299691551,LOW,synthetic
DRV3722,Pooja Reddy,Delhi,evening,7.274788922738772,202,39,4.877532500733558,1475.4249343451568,0.02675749633624,0.015708114760907,0.0,0.0,1.157948716277778,LOW,synthetic
DRV3723,Rajesh Iyer,Kolkata,evening,9.26122303985765,173,9,4.8147475294949045,1647.446961874326,0.0,0.0,0.0200487374122604,0.0,0.0,LOW,synthetic
DRV3724,Sunita Rao,Bangalore,full_day,6.218969663730351,187,43,4.600597939385736,1106.7078322152215,0.0,0.0181580698386607,0.0207588084836881,0.0,0.577345866368082,LOW,synthetic
DRV3725,Deepak Das,Delhi,evening,9.060786960238865,196,36,4.593740722101266,1827.361046188698,0.8102595211960092,0.747296810369548,0.782953267624027,1.0,31.015454999988016,HIGH,synthetic
DRV3726,Nisha Mehta,Chennai,full_day,7.765598719372557,183,13,4.686459313707536,1455.2657040399213,0.6436310191542448,0.5456637059319898,0.7174632114131505,5.0,25.324947416996828,MEDIUM,synthetic
DRV3727,Ramesh Shah,Pune,afternoon,9.552821684089126,189,32,4.866802534284468,1786.6906194571702,0.0,0.0151542699272756,0.007890668263511,0.0,0.7349152769793862,LOW,synthetic
DRV3728,Lakshmi Bose,Chennai,morning,8.693547444975426,182,30,4.811529590618773,1598.95203452934,0.0,0.0,0.0203000229912241,0.0,0.5478367635240255,LOW,synthetic
DRV3729,Arjun Sharma,Delhi,morning,7.182783504252738,180,35,4.7952919735442405,1279.7258483404532,0.0,0.0,0.0,0.0,0.7876918026295326,LOW,synthetic
DRV3730,Priya Kumar,Chennai,afternoon,8.717026391154032,184,21,4.674695221388164,1591.205781697867,0.5985080509398706,0.9294674817770726,0.373919324870815,1.0,27.268269700698845,MEDIUM,synthetic
DRV3731,Rahul Singh,Hyderabad,evening,9.323524261921245,198,33,4.400501969231298,1850.741595239018,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3732,Anjali Patel,Pune,afternoon,6.691856552360269,192,48,4.809664688170042,1270.1548456291953,0.5573330108828056,0.6564098769272722,0.4698647768988612,2.0,22.96752700454065,MEDIUM,synthetic
DRV3733,Vikram Gupta,Hyderabad,evening,9.41159746361572,197,32,4.4,1875.7157839474032,0.0,0.0340380802587704,0.0,0.0,0.0,LOW,synthetic
DRV3734,Meera Verma,Pune,afternoon,9.546245432445398,192,32,4.901928665706377,1812.1594538013728,0.0321916759646221,0.0,0.0,0.0,0.4582979465260619,LOW,synthetic
DRV3735,Suresh Mishra,Pune,afternoon,8.741921531183623,177,35,4.500633952758261,1509.5655983420197,0.0,0.0280930602766919,0.0289866885789278,0.0,0.0,LOW,synthetic
DRV3736,Kavita Joshi,Hyderabad,evening,8.11689178834809,186,35,4.588247785378197,1543.701931133544,0.0,0.0136452050075541,0.0,0.0,0.1671242753300478,LOW,synthetic
DRV3737,Amit Nair,Ahmedabad,afternoon,9.180848184913415,194,45,4.700902200487343,1770.696006856183,0.553094965395952,0.4779833295731822,0.6441695417310354,1.0,22.24349603266954,MEDIUM,synthetic
DRV3738,Pooja Reddy,Hyderabad,full_day,8.795155788462093,180,34,4.812224802821164,1531.5920868184662,0.0039903048223984,0.0307858112290052,0.0,0.0,0.0,LOW,synthetic
DRV3739,Rajesh Iyer,Bangalore,afternoon,8.025001791083557,199,12,4.8172035141707,1565.331882265834,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3740,Sunita Rao,Pune,full_day,6.800355034720325,189,11,5.0,1295.8979558242706,0.0,0.0401462517254532,0.0,0.0,0.5529372531452975,LOW,synthetic
DRV3741,Deepak Das,Kolkata,full_day,7.262152639949738,173,40,4.688774822824124,1248.8395276928718,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3742,Nisha Mehta,Mumbai,morning,8.645910750528182,198,38,4.810578609746221,1702.254919539776,0.0,0.0,0.0138794195205015,0.0,0.0,LOW,synthetic
DRV3743,Ramesh Shah,Bangalore,evening,8.046940015328094,180,15,5.0,1507.143183508896,0.5642847808234444,0.6943336005013704,0.545835182924639,1.0,24.480442118623177,MEDIUM,synthetic
DRV3744,Lakshmi Bose,Mumbai,evening,8.9656556998157,196,34,4.588199333178487,1770.7344269191758,0.0,0.0,0.0,0.0,1.9349621796410312,LOW,synthetic
DRV3745,Arjun Sharma,Hyderabad,full_day,8.728101466691855,179,34,4.792279650505935,1588.709977073173,0.0353369310771029,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3746,Priya Kumar,Delhi,full_day,6.1435737808840205,173,43,5.0,1038.0,0.4284929413679663,0.4786218909675103,0.3027302113045219,1.0,15.76122483545463,LOW,synthetic
DRV3747,Rahul Singh,Bangalore,morning,7.180204327551131,178,16,4.722894509026882,1289.6045577078926,0.6578618460863913,0.8040285260299588,0.5330845961160159,2.0,29.054455538816786,MEDIUM,synthetic
DRV3748,Anjali Patel,Ahmedabad,afternoon,9.267494446115611,192,45,4.669876466678244,1783.0562157915942,0.6052380562702754,0.5544927440469857,0.607169491691831,1.0,23.220478823759738,MEDIUM,synthetic
DRV3749,Vikram Gupta,Ahmedabad,evening,8.162493573432544,170,22,4.627270080978134,1444.8058269161115,0.5910281301272154,0.6153631845339546,0.5591767263429646,3.0,24.0232727369829,MEDIUM,synthetic
DRV3750,Meera Verma,Hyderabad,evening,9.454453750174974,200,33,4.419357038560987,1889.9272276994443,0.0,0.0352014724323388,0.0,0.0,1.350854135234701,LOW,synthetic
DRV3751,Suresh Mishra,Ahmedabad,afternoon,7.084539706116776,207,29,4.903310838337458,1439.8445505856882,0.0,0.0130359402032348,0.0,0.0,0.0,LOW,synthetic
DRV3752,Kavita Joshi,Delhi,evening,7.153869975280947,202,37,4.8959974898142935,1464.420483496245,0.0,0.0,0.063387884435033,0.0,0.5270160700395211,LOW,synthetic
DRV3753,Amit Nair,Chennai,full_day,7.517338997407978,185,23,4.606491923306086,1361.2052048884557,0.6691452872766622,0.8592728550051758,0.4700285145726637,1.0,26.6127185223991,MEDIUM,synthetic
DRV3754,Pooja Reddy,Bangalore,morning,6.152491629014646,177,21,4.889349014019547,1077.086860796924,0.0286884254926481,0.008195071466112,0.0,0.0,4.306395969596444,LOW,synthetic
DRV3755,Rajesh Iyer,Chennai,full_day,8.796497179510752,189,19,4.797045380093139,1680.8719798986035,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3756,Sunita Rao,Delhi,full_day,8.288366812688176,199,42,4.7754740228781545,1623.276067354158,0.5411954933099291,0.7326854286271482,0.4146105304320847,3.0,23.24342822132985,MEDIUM,synthetic
DRV3757,Deepak Das,Ahmedabad,afternoon,7.323285156154759,203,37,4.5710428665994485,1528.765438389659,0.0199757120750147,0.0213229990924452,0.0478868654943223,0.0,0.0,LOW,synthetic
DRV3758,Nisha Mehta,Kolkata,full_day,8.669919050121903,178,17,4.738780375577626,1584.3688862997717,0.0448931269722721,0.0330081380098048,0.0,0.0,0.5973373267680228,LOW,synthetic
DRV3759,Ramesh Shah,Kolkata,full_day,9.10742324489498,173,8,5.0,1575.5713614062188,0.0305841488943451,0.0342295207838954,0.0,0.0,0.0,LOW,synthetic
DRV3760,Lakshmi Bose,Kolkata,evening,6.359163010286478,171,8,4.70338683456882,1110.878938775742,0.7135042396490698,0.6052768497511103,0.7287108723723068,1.0,28.255730723433192,MEDIUM,synthetic
DRV3761,Arjun Sharma,Hyderabad,afternoon,6.121452674518948,204,43,4.7994889911808105,1250.3448319157378,0.0157158541204938,0.0222005633488134,0.0116316475381308,0.0,0.0,LOW,synthetic
DRV3762,Priya Kumar,Chennai,full_day,9.154594690593171,183,38,4.98623620629844,1643.7271047144227,0.0146396091257316,0.0110769495819321,0.0150839589102291,0.0,0.6682910294540573,LOW,synthetic
DRV3763,Rahul Singh,Chennai,morning,6.119466754213491,194,22,4.994894331746486,1180.1393994602463,0.599146016860607,0.6224758949385104,0.6355943543221976,5.0,25.396573919716648,MEDIUM,synthetic
DRV3764,Anjali Patel,Bangalore,evening,7.567508258481189,190,18,4.601516237937115,1456.764374462785,0.0263962513391131,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3765,Vikram Gupta,Bangalore,afternoon,7.821569956150728,191,41,4.7967304015077055,1487.6799547000824,0.4271224994384905,0.5358493333379577,0.4062453360334956,2.0,17.101944234,LOW,synthetic
DRV3766,Meera Verma,Delhi,morning,7.294888850012396,170,20,4.487492766235609,1236.9905744259772,0.6655372924513023,0.5155722573893823,0.8675330261678363,2.0,28.08552577423282,MEDIUM,synthetic
DRV3767,Suresh Mishra,Pune,morning,6.782789863605107,176,41,4.807972689015155,1172.6307540761377,0.5473737165691408,0.580569325433402,0.5021963877214325,1.0,20.738597867684003,MEDIUM,synthetic
DRV3768,Kavita Joshi,Delhi,afternoon,8.2581352092496,173,44,4.503132029634316,1408.097592147163,0.0453170436423165,0.0,0.0,0.0,2.9140622608043163,LOW,synthetic
DRV3769,Amit Nair,Pune,afternoon,9.113908148977217,190,32,4.906533065047646,1778.1915316822187,0.0,0.000958915431372,0.0,0.0,0.0,LOW,synthetic
DRV3770,Pooja Reddy,Hyderabad,evening,8.452243343245843,193,42,4.711723116592958,1607.7528704122658,0.7611050514644615,0.8999411896850984,0.5356520374527045,1.0,31.254337676910275,HIGH,synthetic
DRV3771,Rajesh Iyer,Mumbai,morning,8.603849850937689,198,37,4.797164617522633,1739.1973314321233,0.0,0.054304653712984,0.0532229170304022,0.0,1.5189050466780891,LOW,synthetic
DRV3772,Sunita Rao,Pune,afternoon,9.263774553696106,190,31,4.897191819610172,1795.9335689471775,0.0317640397968674,0.009472117633502,0.0,0.0,0.0,LOW,synthetic
DRV3773,Deepak Das,Delhi,full_day,9.381941087848872,170,13,4.924649446296927,1634.108463097222,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3774,Nisha Mehta,Bangalore,evening,6.339377921479292,183,40,4.484303408562269,1160.0100779522602,0.7133621205730927,0.8366275016629008,0.494228266971906,1.0,27.821225518511653,MEDIUM,synthetic
DRV3775,Ramesh Shah,Ahmedabad,evening,6.042790120199146,184,44,4.768846230676067,1132.7770647230557,0.0,0.0,0.0,0.0,1.5063395383445706,LOW,synthetic
DRV3776,Lakshmi Bose,Mumbai,evening,6.9675102317837805,185,34,4.609237207146397,1257.546448779954,0.0,0.0,0.0080615341101706,0.0,3.03350626341357,LOW,synthetic
DRV3777,Arjun Sharma,Delhi,full_day,9.473140657675764,170,14,4.889535495596566,1598.9113937959012,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3778,Priya Kumar,Pune,afternoon,7.804501107081817,201,18,4.582086371435451,1586.238142915477,0.0425333141505165,0.0330391422627925,0.006017647069699,0.0,0.0189506281563401,LOW,synthetic
DRV3779,Rahul Singh,Delhi,morning,7.816867111984351,200,26,4.914719275016241,1559.4914029192169,0.0,0.0027947870295005,0.0016363993413605,0.0,0.0,LOW,synthetic
DRV3780,Anjali Patel,Bangalore,afternoon,8.406159169586065,201,30,4.59759286698824,1680.2100529939664,0.5689006048520475,0.4976958613692832,0.6784451619980301,3.0,25.38655942471296,MEDIUM,synthetic
DRV3781,Vikram Gupta,Bangalore,evening,6.398301496219042,183,41,4.478990117340411,1138.680339140205,0.7028317296074167,0.9216904607987508,0.442851023721978,1.0,30.26550457959951,HIGH,synthetic
DRV3782,Meera Verma,Delhi,morning,6.0,192,17,4.532173272631076,1171.5468281937096,0.756007635684389,0.8245485808418174,0.7571150322329485,1.0,31.778554462563516,HIGH,synthetic
DRV3783,Suresh Mishra,Chennai,full_day,8.501994114189918,173,28,4.4,1459.044161960666,0.8123095279990952,0.768301312966305,0.7747799710306846,5.0,30.34651244599502,HIGH,synthetic
DRV3784,Kavita Joshi,Pune,afternoon,6.684171151271346,194,47,4.7985587570008,1264.5105342916934,0.6094987535655323,0.598348302243174,0.5455897950218701,2.0,23.468144978020952,MEDIUM,synthetic
DRV3785,Amit Nair,Delhi,morning,7.190817448431227,193,30,4.768586093351357,1387.5006010380782,0.0334123692473322,0.003046154593554,0.0199287465259371,0.0,0.5038130007755554,LOW,synthetic
DRV3786,Pooja Reddy,Chennai,full_day,8.236336564625523,172,28,4.404500363633915,1449.0546696254582,0.7616385491041379,0.7431270066298431,0.7307279091428307,5.0,31.921110371641912,HIGH,synthetic
DRV3787,Rajesh Iyer,Chennai,evening,7.585942087378001,170,37,4.989339979653499,1283.3109945744764,0.0535696274227366,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3788,Sunita Rao,Bangalore,evening,6.158791778155292,196,14,4.913622473377636,1172.1067409385134,0.0432971583484303,0.007343951492871,0.0,0.0,0.2128167498173372,LOW,synthetic
DRV3789,Deepak Das,Kolkata,full_day,8.571949510933317,179,15,4.699710908256711,1534.432032777504,0.0,0.0028700958265228,0.0056359834241236,0.0,0.0,LOW,synthetic
DRV3790,Nisha Mehta,Ahmedabad,afternoon,8.44777767486806,181,16,4.522457200159083,1523.1093233298,0.5363024477469667,0.4855352365384676,0.5547160906910249,1.0,20.55980760420088,MEDIUM,synthetic
DRV3791,Ramesh Shah,Kolkata,full_day,8.708528866042045,179,19,4.69285494160164,1570.281672045004,0.0,0.0078495382500129,0.0,0.0,0.0,LOW,synthetic
DRV3792,Lakshmi Bose,Chennai,afternoon,7.038317420722898,173,43,4.8733204751740775,1258.4471604174605,0.6236593837629565,0.5711640461747769,0.7905374165938432,4.0,28.64096027249685,MEDIUM,synthetic
DRV3793,Arjun Sharma,Bangalore,morning,8.581892008831845,175,32,5.0,1457.3729413799424,0.0,0.0,0.0,0.0,0.4226280202952684,LOW,synthetic
DRV3794,Priya Kumar,Kolkata,full_day,8.988986884429034,174,9,4.995800606231873,1578.8022608722606,0.0046958981795467,0.0133506195965591,0.0434562971188921,0.0,0.0,LOW,synthetic
DRV3795,Rahul Singh,Delhi,morning,7.93321782724492,197,27,4.869750297656713,1521.9935991534023,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3796,Anjali Patel,Ahmedabad,afternoon,8.055169035229575,179,33,4.88245168843805,1408.3008690238128,0.5587813178230324,0.6386460621662663,0.47860072878169,6.0,22.766732079658563,MEDIUM,synthetic
DRV3797,Vikram Gupta,Bangalore,morning,8.037970690932465,206,45,4.587743347010785,1630.9996375468825,0.7846691681741814,0.6979726160928388,0.8359777828196342,1.0,31.83526780324152,HIGH,synthetic
DRV3798,Meera Verma,Chennai,full_day,8.4373500182767,175,31,4.425862101984952,1475.0276367499573,0.7433499501675518,0.714429211266855,0.8109693121130649,5.0,32.210232714141284,HIGH,synthetic
DRV3799,Suresh Mishra,Hyderabad,morning,8.671093924479676,187,46,4.511763038958897,1601.2258948534873,0.0013410943003277,0.0,0.0197914581014327,0.0,0.0682457095443836,LOW,synthetic
DRV3800,Kavita Joshi,Bangalore,morning,8.539079456930297,187,47,4.994218041481346,1570.0641039471518,0.7513058817517944,0.6047087875102259,0.8480031775601036,1.0,28.54741950398729,MEDIUM,synthetic
DRV3801,Amit Nair,Hyderabad,afternoon,9.370974630906238,186,16,4.907829375735101,1751.1734070895334,0.7658290564449957,0.7051429569612025,0.890741293338433,1.0,34.295781310201725,HIGH,synthetic
DRV3802,Pooja Reddy,Pune,afternoon,8.752105850357518,177,37,4.466088927184977,1517.4597935378647,0.0277565544047742,0.024042200587177,0.0,0.0,0.0,LOW,synthetic
DRV3803,Rajesh Iyer,Delhi,evening,6.122652511362533,204,14,4.490607036471781,1268.1136186862734,0.5519265998127716,0.450804905168636,0.6280020347073145,2.0,21.479890452045503,MEDIUM,synthetic
DRV3804,Sunita Rao,Hyderabad,evening,7.372573898696016,205,25,4.606667541553684,1508.487498354422,0.0120395717805681,0.0186285636467794,0.0,0.0,0.0,LOW,synthetic
DRV3805,Deepak Das,Bangalore,evening,8.404392536445979,181,26,4.702749790777174,1467.746112782427,0.0,0.0203236526709765,0.0,0.0,0.0,LOW,synthetic
DRV3806,Nisha Mehta,Delhi,full_day,7.794070548707225,175,34,4.591031867938376,1367.5511403089,0.0,0.0074236509458846,0.0128298107163646,0.0,0.0,LOW,synthetic
DRV3807,Ramesh Shah,Pune,afternoon,8.171184441344774,197,8,4.499363032403368,1603.4752532494688,0.014315931570688,0.0010821363188056,0.0,0.0,0.0,LOW,synthetic
DRV3808,Lakshmi Bose,Kolkata,full_day,6.3711509109360005,203,43,4.805621891480137,1345.9652455611754,0.0166965025945047,0.0048089210690745,0.040019408011173,0.0,0.0,LOW,synthetic
DRV3809,Arjun Sharma,Ahmedabad,afternoon,7.374407997659486,183,45,4.799844422345635,1347.1761790909443,0.5717405046569417,0.628079632096059,0.5495997323243033,4.0,27.010837046112947,MEDIUM,synthetic
DRV3810,Priya Kumar,Ahmedabad,afternoon,6.494275314512144,180,8,4.414316323731389,1157.6842132433037,0.4669259465380894,0.4923110997839433,0.4690263994857659,3.0,22.841048442814152,MEDIUM,synthetic
DRV3811,Rahul Singh,Delhi,morning,7.384015098427044,170,18,4.505299212091116,1217.1763127994782,0.672745251921894,0.5140630902374237,0.8092340757414467,2.0,25.898420505338887,MEDIUM,synthetic
DRV3812,Anjali Patel,Mumbai,morning,8.648868893456635,203,12,4.50850063930648,1773.587820632081,0.0242872862402735,0.0,0.0,0.0,0.0486952697837932,LOW,synthetic
DRV3813,Vikram Gupta,Pune,afternoon,7.879587659850528,203,19,4.62849209330864,1601.7287048113462,0.0323442898663422,0.0158916846911286,0.0730472491235529,0.0,0.56162872390689,LOW,synthetic
DRV3814,Meera Verma,Ahmedabad,afternoon,6.484832285566125,180,8,4.4137593427501,1155.1551138672455,0.5487235304266231,0.5843631595002521,0.4859105973575424,3.0,22.37605515457908,MEDIUM,synthetic
DRV3815,Suresh Mishra,Ahmedabad,afternoon,8.32981383231077,170,32,4.728947747011923,1427.9405807684602,0.7119515388604316,0.9239763293372024,0.4836916925655189,1.0,30.52852729182409,HIGH,synthetic
DRV3816,Kavita Joshi,Pune,afternoon,6.9615776236707605,180,12,4.488827759141839,1252.5276908844517,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3817,Amit Nair,Mumbai,afternoon,7.385302126162696,184,14,4.673522174509545,1409.9299975310598,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3818,Pooja Reddy,Mumbai,evening,8.890613993953977,175,42,4.697667484339691,1477.0749100915086,0.7499939627699418,0.9013659634199472,0.6741126299744443,1.0,31.120527876067985,HIGH,synthetic
DRV3819,Rajesh Iyer,Delhi,morning,8.290765006583321,195,27,4.49624890162185,1634.936731438281,0.358032135208428,0.3915259667420736,0.4331492089296733,1.0,16.086261955620124,LOW,synthetic
DRV3820,Sunita Rao,Ahmedabad,afternoon,7.161755253882267,181,11,5.0,1263.6421460789709,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3821,Deepak Das,Hyderabad,evening,7.948558937369736,173,30,4.481210211871063,1382.6220182592492,0.6430860958803575,0.6945210980366615,0.6619912047106603,6.0,28.16316028080726,MEDIUM,synthetic
DRV3822,Nisha Mehta,Bangalore,afternoon,6.0,184,28,4.698688441877114,1109.7456811850072,0.5129609041052756,0.4647510506350548,0.5881725854045071,1.0,18.434245824143005,LOW,synthetic
DRV3823,Ramesh Shah,Bangalore,afternoon,6.577590326443627,174,14,4.40673711070304,1166.2102783932614,0.0,0.027368405324209,0.049758931238767,0.0,0.0,LOW,synthetic
DRV3824,Lakshmi Bose,Delhi,full_day,6.105512704324484,173,42,5.0,1038.0,0.382945154156215,0.4987080182352547,0.3536662540981504,1.0,19.94759710176513,LOW,synthetic
DRV3825,Arjun Sharma,Chennai,evening,8.550105165197985,186,44,4.897147894687762,1628.5648704304372,0.0249589847303595,0.035465346091544,0.0211168722711315,0.0,1.1958938801829733,LOW,synthetic
DRV3826,Priya Kumar,Delhi,morning,7.21658844401919,170,19,4.505962088808869,1262.1463425731572,0.6431825604335503,0.4878050490286023,0.8169765116370689,2.0,25.972434955588877,MEDIUM,synthetic
DRV3827,Rahul Singh,Ahmedabad,morning,6.314896080705173,187,8,4.617942671340456,1140.2777430376084,0.6282401315200427,0.577419538190722,0.6586665949704419,3.0,26.644350082088824,MEDIUM,synthetic
DRV3828,Anjali Patel,Ahmedabad,afternoon,7.347814730417024,205,38,4.625535572929999,1509.3430601355974,0.0030582962088353,0.0317329278451344,0.0,0.0,0.0,LOW,synthetic
DRV3829,Vikram Gupta,Mumbai,afternoon,8.357412394141738,197,8,4.500545501096583,1616.740526316112,0.0,0.0,0.0,0.0,1.7182734139547564,LOW,synthetic
DRV3830,Meera Verma,Hyderabad,full_day,8.833895225855395,178,34,4.7864345432684505,1567.3935053749651,0.0356022386853866,0.008596687957892,0.0070487325622995,0.0,0.0,LOW,synthetic
DRV3831,Suresh Mishra,Hyderabad,afternoon,8.161705294049247,183,10,4.625515430784304,1519.7461784657262,0.5095545912336127,0.7644156316327257,0.3318935528390775,1.0,21.817012325001365,MEDIUM,synthetic
DRV3832,Kavita Joshi,Hyderabad,afternoon,7.0689186251274405,192,8,4.682081674348671,1338.030577093083,0.5100490427148479,0.6148714623021397,0.4178235517504283,1.0,19.875468442614668,LOW,synthetic
DRV3833,Amit Nair,Pune,afternoon,6.58952179806186,195,47,4.829772809031224,1310.9281934369808,0.5359101672568266,0.6097687337486573,0.4951522914586176,2.0,21.642814181249346,MEDIUM,synthetic
DRV3834,Pooja Reddy,Hyderabad,afternoon,6.007696639019304,203,40,4.822349580240889,1240.995770376565,0.0050261900675543,0.0,0.0,0.0,2.201359828973134,LOW,synthetic
DRV3835,Rajesh Iyer,Hyderabad,morning,7.696144565771238,189,8,4.624764944564743,1470.4666091482566,0.6273246865696094,0.8838792745051359,0.4709855026170157,3.0,24.85456156528276,MEDIUM,synthetic
DRV3836,Sunita Rao,Ahmedabad,full_day,7.872358105438581,204,40,4.5113963208853365,1639.0693927272196,0.6392388714004102,0.3380222664104272,0.8900359953430859,1.0,24.41484255418868,MEDIUM,synthetic
DRV3837,Deepak Das,Ahmedabad,afternoon,8.176218390549412,190,35,4.764874619854233,1543.779815982362,0.0393014177619755,0.0,0.0448572328947975,0.0,2.1177364490526247,LOW,synthetic
DRV3838,Nisha Mehta,Delhi,afternoon,6.62779166097966,188,22,4.482722041990535,1205.31155425838,0.6278776367645895,0.8800563011529587,0.4559589094391852,1.0,26.26781547191909,MEDIUM,synthetic
DRV3839,Ramesh Shah,Pune,afternoon,6.907617055460946,189,13,4.7051027769169504,1292.4257281458506,0.7676097684664007,0.8549118062099423,0.7090652053394357,2.0,32.16704769435737,HIGH,synthetic
DRV3840,Lakshmi Bose,Hyderabad,morning,7.551574295325662,186,8,4.588765694882566,1454.0877848191851,0.6331674880064381,0.8821974995841008,0.4808960715406712,3.0,26.10331877552365,MEDIUM,synthetic
DRV3841,Arjun Sharma,Kolkata,morning,8.196949139642017,205,25,4.594757690986222,1610.6774421801956,0.0474346652958236,0.0,0.0,0.0,0.0,LOW,synthetic
